"","X1","Protein_Id","Gene_Symbol","Uniprot_Acc"
"1685",1685,"sp.O14745.NHRF1_HUMAN","SLC9A3R1","O14745"
"1686",1686,"sp.O75558.STX11_HUMAN","STX11","O75558"
"1687",1687,"sp.Q15173.2A5B_HUMAN","PPP2R5B","Q15173"
"1688",1688,"sp.Q13362.4.2A5G_HUMAN","PPP2R5C","Q13362-4"
"1689",1689,"sp.Q13362.2.2A5G_HUMAN","PPP2R5C","Q13362-2"
"1690",1690,"sp.Q14738.2A5D_HUMAN","PPP2R5D","Q14738"
"1691",1691,"sp.Q16537.2A5E_HUMAN","PPP2R5E","Q16537"
"1692",1692,"sp.Q15172.2A5A_HUMAN","PPP2R5A","Q15172"
"1693",1693,"sp.Q8WVV9.HNRLL_HUMAN","HNRNPLL","Q8WVV9"
"1694",1694,"sp.P14866.HNRPL_HUMAN","HNRNPL","P14866"
"1695",1695,"sp.Q13011.ECH1_HUMAN","ECH1","Q13011"
"1696",1696,"sp.O95602.RPA1_HUMAN","POLR1A","O95602"
"1697",1697,"sp.O14802.RPC1_HUMAN","POLR3A","O14802"
"1698",1698,"sp.Q9BVA6.FICD_HUMAN","FICD","Q9BVA6"
"1699",1699,"sp.P48059.3.LIMS1_HUMAN","LIMS1","P48059-3"
"1700",1700,"sp.Q7Z4I7.2.LIMS2_HUMAN","LIMS2","Q7Z4I7-2"
"1701",1701,"sp.O14772.FPGT_HUMAN","FPGT","O14772"
"1702",1702,"sp.Q59H18.1.TNI3K_HUMAN","TNNI3K","Q59H18-1"
"1703",1703,"sp.P12821.ACE_HUMAN","ACE","P12821"
"1704",1704,"sp.Q13217.DNJC3_HUMAN","DNAJC3","Q13217"
"1705",1705,"sp.Q99988.GDF15_HUMAN","GDF15","Q99988"
"1706",1706,"sp.O95490.6.LPHN2_HUMAN","LPHN2","O95490-6"
"1707",1707,"sp.O94910.LPHN1_HUMAN","LPHN1","O94910"
"1708",1708,"sp.Q9HAR2.LPHN3_HUMAN","LPHN3","Q9HAR2"
"1709",1709,"sp.P78316.NOP14_HUMAN","NOP14","P78316"
"1710",1710,"sp.Q5JRA6.MIA3_HUMAN","MIA3","Q5JRA6"
"1711",1711,"sp.Q9H3S7.PTN23_HUMAN","PTPN23","Q9H3S7"
"1712",1712,"sp.Q9NRN5.OLFL3_HUMAN","OLFML3","Q9NRN5"
"1713",1713,"sp.Q9ULG1.INO80_HUMAN","INO80","Q9ULG1"
"1714",1714,"sp.O00139.4.KIF2A_HUMAN","KIF2A","O00139-4"
"1715",1715,"sp.Q99661.KIF2C_HUMAN","KIF2C","Q99661"
"1716",1716,"sp.Q9H773.DCTP1_HUMAN","DCTPP1","Q9H773"
"1717",1717,"sp.P50583.AP4A_HUMAN","NUDT2","P50583"
"1718",1718,"sp.P62851.RS25_HUMAN","RPS25","P62851"
"1719",1719,"sp.Q86TP1.PRUNE_HUMAN","PRUNE","Q86TP1"
"1720",1720,"sp.Q13421.2.MSLN_HUMAN","MSLN","Q13421-2"
"1721",1721,"sp.O60287.NPA1P_HUMAN","URB1","O60287"
"1722",1722,"sp.O96013.PAK4_HUMAN","PAK4","O96013"
"1723",1723,"sp.Q9NQU5.PAK6_HUMAN","PAK6","Q9NQU5"
"1724",1724,"sp.Q32P41.TRM5_HUMAN","TRMT5","Q32P41"
"1725",1725,"sp.Q96MT8.2.CEP63_HUMAN","CEP63","Q96MT8-2"
"1726",1726,"sp.O43524.FOXO3_HUMAN","FOXO3","O43524"
"1727",1727,"sp.Q12778.FOXO1_HUMAN","FOXO1","Q12778"
"1728",1728,"sp.Q9H2Y7.ZN106_HUMAN","ZNF106","Q9H2Y7"
"1729",1729,"sp.O95455.TGDS_HUMAN","TGDS","O95455"
"1730",1730,"sp.O00562.PITM1_HUMAN","PITPNM1","O00562"
"1731",1731,"sp.Q9BZ71.PITM3_HUMAN","PITPNM3","Q9BZ71"
"1732",1732,"sp.Q9BZ72.PITM2_HUMAN","PITPNM2","Q9BZ72"
"1733",1733,"sp.Q6NXE6.ARMC6_HUMAN","ARMC6","Q6NXE6"
"1734",1734,"sp.P53041.PPP5_HUMAN","PPP5C","P53041"
"1735",1735,"sp.Q5VT06.CE350_HUMAN","CEP350","Q5VT06"
"1736",1736,"sp.O60610.DIAP1_HUMAN","DIAPH1","O60610"
"1737",1737,"sp.Q8IUG5.MY18B_HUMAN","MYO18B","Q8IUG5"
"1738",1738,"sp.Q9NP92.RT30_HUMAN","MRPS30","Q9NP92"
"1739",1739,"sp.Q8IZA0.K319L_HUMAN","KIAA0319L","Q8IZA0"
"1740",1740,"sp.Q9UNQ2.DIM1_HUMAN","DIMT1","Q9UNQ2"
"1741",1741,"sp.P42765.THIM_HUMAN","ACAA2","P42765"
"1742",1742,"sp.P78527.PRKDC_HUMAN","PRKDC","P78527"
"1743",1743,"sp.O95831.AIFM1_HUMAN","AIFM1","O95831"
"1744",1744,"sp.P18850.ATF6A_HUMAN","ATF6","P18850"
"1745",1745,"sp.P41222.PTGDS_HUMAN","PTGDS","P41222"
"1746",1746,"sp.O95396.MOCS3_HUMAN","MOCS3","O95396"
"1747",1747,"sp.P61201.CSN2_HUMAN","COPS2","P61201"
"1748",1748,"sp.Q68E01.2.INT3_HUMAN","INTS3","Q68E01-2"
"1749",1749,"sp.P52569.3.CTR2_HUMAN","SLC7A2","P52569-3"
"1750",1750,"sp.P30825.CTR1_HUMAN","SLC7A1","P30825"
"1751",1751,"sp.Q5SRH9.4.TT39A_HUMAN","TTC39A","Q5SRH9-4"
"1752",1752,"sp.Q5VTQ0.TT39B_HUMAN","TTC39B","Q5VTQ0"
"1753",1753,"sp.P55084.ECHB_HUMAN","HADHB","P55084"
"1754",1754,"sp.Q9NQV5.PRD11_HUMAN","PRDM11","Q9NQV5"
"1755",1755,"sp.Q0VDI3.CE028_HUMAN","C5orf28","Q0VDI3"
"1756",1756,"sp.Q9BUE6.ISCA1_HUMAN","ISCA1","Q9BUE6"
"1757",1757,"sp.O00231.PSD11_HUMAN","PSMD11","O00231"
"1758",1758,"sp.Q9H6S0.YTDC2_HUMAN","YTHDC2","Q9H6S0"
"1759",1759,"sp.Q9BS40.LXN_HUMAN","LXN","Q9BS40"
"1760",1760,"sp.Q9BUF5.TBB6_HUMAN","TUBB6","Q9BUF5"
"1761",1761,"sp.Q13509.TBB3_HUMAN","TUBB3","Q13509"
"1762",1762,"sp.Q13885.TBB2A_HUMAN","TUBB2A","Q13885"
"1763",1763,"sp.Q9BVA1.TBB2B_HUMAN","TUBB2B","Q9BVA1"
"1764",1764,"sp.P07437.TBB5_HUMAN","TUBB","P07437"
"1765",1765,"sp.P68371.TBB4B_HUMAN","TUBB4B","P68371"
"1766",1766,"sp.P04350.TBB4A_HUMAN","TUBB4A","P04350"
"1767",1767,"sp.Q9H4B7.TBB1_HUMAN","TUBB1","Q9H4B7"
"1768",1768,"sp.Q96C11.FGGY_HUMAN","FGGY","Q96C11"
"1769",1769,"sp.Q9BPU6.DPYL5_HUMAN","DPYSL5","Q9BPU6"
"1770",1770,"sp.Q9BZR8.B2L14_HUMAN","BCL2L14","Q9BZR8"
"1771",1771,"sp.O76024.WFS1_HUMAN","WFS1","O76024"
"1772",1772,"sp.P98095.2.FBLN2_HUMAN","FBLN2","P98095-2"
"1773",1773,"sp.Q16363.2.LAMA4_HUMAN","LAMA4","Q16363-2"
"1774",1774,"sp.Q8N3Y3.LARG2_HUMAN","GYLTL1B","Q8N3Y3"
"1775",1775,"sp.P17342.ANPRC_HUMAN","NPR3","P17342"
"1776",1776,"sp.P54886.P5CS_HUMAN","ALDH18A1","P54886"
"1777",1777,"sp.Q8TCT7.SPP2B_HUMAN","SPPL2B","Q8TCT7"
"1778",1778,"sp.Q5H9U9.DDX6L_HUMAN","DDX60L","Q5H9U9"
"1779",1779,"sp.Q8IY21.DDX60_HUMAN","DDX60","Q8IY21"
"1780",1780,"sp.Q9HBH0.RHOF_HUMAN","RHOF","Q9HBH0"
"1781",1781,"sp.A1L0T0.ILVBL_HUMAN","ILVBL","A1L0T0"
"1782",1782,"sp.P19440.GGT1_HUMAN","GGT1","P19440"
"1783",1783,"sp.Q14534.ERG1_HUMAN","SQLE","Q14534"
"1784",1784,"sp.P02792.FRIL_HUMAN","FTL","P02792"
"1785",1785,"sp.Q02083.NAAA_HUMAN","NAAA","Q02083"
"1786",1786,"sp.Q8TDD1.2.DDX54_HUMAN","DDX54","Q8TDD1-2"
"1787",1787,"sp.Q9Y2R4.DDX52_HUMAN","DDX52","Q9Y2R4"
"1788",1788,"sp.Q86UY6.NAA40_HUMAN","NAA40","Q86UY6"
"1789",1789,"sp.Q9HAU5.RENT2_HUMAN","UPF2","Q9HAU5"
"1790",1790,"sp.Q15459.SF3A1_HUMAN","SF3A1","Q15459"
"1791",1791,"sp.Q1MSJ5.CSPP1_HUMAN","CSPP1","Q1MSJ5"
"1792",1792,"sp.P48728.GCST_HUMAN","AMT","P48728"
"1793",1793,"sp.Q16891.4.IMMT_HUMAN","IMMT","Q16891-4"
"1794",1794,"sp.Q16891.2.IMMT_HUMAN","IMMT","Q16891-2"
"1795",1795,"sp.Q9UQ26.RIMS2_HUMAN","RIMS2","Q9UQ26"
"1796",1796,"tr.B4DGU4.B4DGU4_HUMAN","CTNNB1","B4DGU4"
"1797",1797,"tr.K7ELP7.K7ELP7_HUMAN","KRT17","K7ELP7"
"1798",1798,"sp.O60725.ICMT_HUMAN","ICMT","O60725"
"1799",1799,"sp.Q8IZ69.TRM2A_HUMAN","TRMT2A","Q8IZ69"
"1800",1800,"tr.F5GZ08.F5GZ08_HUMAN","APLP1","F5GZ08"
"1801",1801,"sp.Q96G03.PGM2_HUMAN","PGM2","Q96G03"
"1802",1802,"sp.Q6PCE3.PGM2L_HUMAN","PGM2L1","Q6PCE3"
"1803",1803,"sp.O14939.PLD2_HUMAN","PLD2","O14939"
"1804",1804,"sp.Q13393.PLD1_HUMAN","PLD1","Q13393"
"1805",1805,"sp.Q96DX7.TRI44_HUMAN","TRIM44","Q96DX7"
"1806",1806,"sp.Q9H792.PEAK1_HUMAN","PEAK1","Q9H792"
"1807",1807,"sp.O14975.S27A2_HUMAN","SLC27A2","O14975"
"1808",1808,"sp.Q9Y2P4.S27A6_HUMAN","SLC27A6","Q9Y2P4"
"1809",1809,"sp.P63010.2.AP2B1_HUMAN","AP2B1","P63010-2"
"1810",1810,"sp.Q10567.AP1B1_HUMAN","AP1B1","Q10567"
"1811",1811,"sp.Q14191.WRN_HUMAN","WRN","Q14191"
"1812",1812,"sp.Q13315.ATM_HUMAN","ATM","Q13315"
"1813",1813,"sp.Q9BRZ2.TRI56_HUMAN","TRIM56","Q9BRZ2"
"1814",1814,"sp.Q9HC84.MUC5B_HUMAN","MUC5B","Q9HC84"
"1815",1815,"sp.P98088.MUC5A_HUMAN","MUC5AC","P98088"
"1816",1816,"sp.Q02817.MUC2_HUMAN","MUC2","Q02817"
"1817",1817,"sp.Q15834.CC85B_HUMAN","CCDC85B","Q15834"
"1818",1818,"sp.Q14667.K0100_HUMAN","KIAA0100","Q14667"
"1819",1819,"sp.Q9UBT6.POLK_HUMAN","POLK","Q9UBT6"
"1820",1820,"sp.Q15746.6.MYLK_HUMAN","MYLK","Q15746-6"
"1821",1821,"sp.Q15746.2.MYLK_HUMAN","MYLK","Q15746-2"
"1822",1822,"sp.Q32MK0.MYLK3_HUMAN","MYLK3","Q32MK0"
"1823",1823,"sp.Q15759.MK11_HUMAN","MAPK11","Q15759"
"1824",1824,"sp.P53779.MK10_HUMAN","MAPK10","P53779"
"1825",1825,"sp.P45984.MK09_HUMAN","MAPK9","P45984"
"1826",1826,"sp.P45983.3.MK08_HUMAN","MAPK8","P45983-3"
"1827",1827,"sp.P53778.MK12_HUMAN","MAPK12","P53778"
"1828",1828,"sp.O15264.MK13_HUMAN","MAPK13","O15264"
"1829",1829,"sp.Q9NYH9.UTP6_HUMAN","UTP6","Q9NYH9"
"1830",1830,"sp.Q16539.MK14_HUMAN","MAPK14","Q16539"
"1831",1831,"sp.Q16539.2.MK14_HUMAN","MAPK14","Q16539-2"
"1832",1832,"sp.Q9Y2E5.MA2B2_HUMAN","MAN2B2","Q9Y2E5"
"1833",1833,"sp.Q8IZ41.RASEF_HUMAN","RASEF","Q8IZ41"
"1834",1834,"sp.Q96EY9.ADAT3_HUMAN","ADAT3","Q96EY9"
"1835",1835,"sp.Q8TCG5.CPT1C_HUMAN","CPT1C","Q8TCG5"
"1836",1836,"sp.Q969I6.S38A4_HUMAN","SLC38A4","Q969I6"
"1837",1837,"sp.Q8N3U4.2.STAG2_HUMAN","STAG2","Q8N3U4-2"
"1838",1838,"sp.Q8WVM7.STAG1_HUMAN","STAG1","Q8WVM7"
"1839",1839,"sp.Q9UJ98.STAG3_HUMAN","STAG3","Q9UJ98"
"1840",1840,"sp.Q68DK2.ZFY26_HUMAN","ZFYVE26","Q68DK2"
"1841",1841,"sp.Q6P995.F171B_HUMAN","FAM171B","Q6P995"
"1842",1842,"sp.Q9P0K7.RAI14_HUMAN","RAI14","Q9P0K7"
"1843",1843,"sp.Q9BTW9.TBCD_HUMAN","TBCD","Q9BTW9"
"1844",1844,"sp.Q9NZB8.MOCS1_HUMAN","MOCS1","Q9NZB8"
"1845",1845,"sp.Q9Y2V7.COG6_HUMAN","COG6","Q9Y2V7"
"1846",1846,"sp.O14879.IFIT3_HUMAN","IFIT3","O14879"
"1847",1847,"sp.Q8IY67.RAVR1_HUMAN","RAVER1","Q8IY67"
"1848",1848,"tr.E9PAU2.E9PAU2_HUMAN","RAVER1","E9PAU2"
"1849",1849,"sp.Q6KC79.NIPBL_HUMAN","NIPBL","Q6KC79"
"1850",1850,"sp.Q9NYL9.TMOD3_HUMAN","TMOD3","Q9NYL9"
"1851",1851,"sp.Q9NZR1.TMOD2_HUMAN","TMOD2","Q9NZR1"
"1852",1852,"sp.P28289.TMOD1_HUMAN","TMOD1","P28289"
"1853",1853,"sp.Q8WWU7.ITLN2_HUMAN","ITLN2","Q8WWU7"
"1854",1854,"sp.Q8WWA0.ITLN1_HUMAN","ITLN1","Q8WWA0"
"1855",1855,"sp.Q9Y6N7.2.ROBO1_HUMAN","ROBO1","Q9Y6N7-2"
"1856",1856,"sp.Q9HCK4.3.ROBO2_HUMAN","ROBO2","Q9HCK4-3"
"1857",1857,"tr.H7C4J7.H7C4J7_HUMAN","ROBO2","H7C4J7"
"1858",1858,"sp.Q99990.VGLL1_HUMAN","VGLL1","Q99990"
"1859",1859,"sp.O60449.2.LY75_HUMAN","LY75","O60449-2"
"1860",1860,"sp.Q9UMF0.ICAM5_HUMAN","ICAM5","Q9UMF0"
"1861",1861,"sp.Q8TDM6.DLG5_HUMAN","DLG5","Q8TDM6"
"1862",1862,"sp.Q15398.DLGP5_HUMAN","DLGAP5","Q15398"
"1863",1863,"sp.Q8N3Z6.ZCHC7_HUMAN","ZCCHC7","Q8N3Z6"
"1864",1864,"sp.Q13449.LSAMP_HUMAN","LSAMP","Q13449"
"1865",1865,"sp.Q9H1K0.RBNS5_HUMAN","ZFYVE20","Q9H1K0"
"1866",1866,"sp.Q86V48.LUZP1_HUMAN","LUZP1","Q86V48"
"1867",1867,"sp.P11279.LAMP1_HUMAN","LAMP1","P11279"
"1868",1868,"sp.P25787.PSA2_HUMAN","PSMA2","P25787"
"1869",1869,"sp.Q8IVE3.PKHH2_HUMAN","PLEKHH2","Q8IVE3"
"1870",1870,"sp.Q9P2N5.RBM27_HUMAN","RBM27","Q9P2N5"
"1871",1871,"sp.Q5T8P6.2.RBM26_HUMAN","RBM26","Q5T8P6-2"
"1872",1872,"sp.Q5T8P6.4.RBM26_HUMAN","RBM26","Q5T8P6-4"
"1873",1873,"sp.Q0P6D6.CCD15_HUMAN","CCDC15","Q0P6D6"
"1874",1874,"sp.Q8WXI9.P66B_HUMAN","GATAD2B","Q8WXI9"
"1875",1875,"sp.Q86YP4.3.P66A_HUMAN","GATAD2A","Q86YP4-3"
"1876",1876,"sp.Q86Y07.VRK2_HUMAN","VRK2","Q86Y07"
"1877",1877,"sp.P26012.ITB8_HUMAN","ITGB8","P26012"
"1878",1878,"sp.P39880.3.CUX1_HUMAN","CUX1","P39880-3"
"1879",1879,"sp.Q13948.2.CASP_HUMAN","CUX1","Q13948-2"
"1880",1880,"sp.Q9Y6H3.ATP23_HUMAN","XRCC6BP1","Q9Y6H3"
"1881",1881,"sp.P46063.RECQ1_HUMAN","RECQL","P46063"
"1882",1882,"sp.P63272.SPT4H_HUMAN","SUPT4H1","P63272"
"1883",1883,"sp.P54132.BLM_HUMAN","BLM","P54132"
"1884",1884,"sp.Q07864.DPOE1_HUMAN","POLE","Q07864"
"1885",1885,"sp.P08922.ROS1_HUMAN","ROS1","P08922"
"1886",1886,"sp.P51617.IRAK1_HUMAN","IRAK1","P51617"
"1887",1887,"sp.Q99759.2.M3K3_HUMAN","MAP3K3","Q99759-2"
"1888",1888,"sp.P09619.PGFRB_HUMAN","PDGFRB","P09619"
"1889",1889,"sp.P28482.MK01_HUMAN","MAPK1","P28482"
"1890",1890,"sp.P27361.MK03_HUMAN","MAPK3","P27361"
"1891",1891,"sp.P35916.VGFR3_HUMAN","FLT4","P35916"
"1892",1892,"sp.Q16659.MK06_HUMAN","MAPK6","Q16659"
"1893",1893,"sp.Q9Y2U5.M3K2_HUMAN","MAP3K2","Q9Y2U5"
"1894",1894,"sp.P16234.PGFRA_HUMAN","PDGFRA","P16234"
"1895",1895,"sp.P36888.FLT3_HUMAN","FLT3","P36888"
"1896",1896,"sp.P10721.KIT_HUMAN","KIT","P10721"
"1897",1897,"sp.Q9UBE8.NLK_HUMAN","NLK","Q9UBE8"
"1898",1898,"sp.P51955.NEK2_HUMAN","NEK2","P51955"
"1899",1899,"sp.P17948.VGFR1_HUMAN","FLT1","P17948"
"1900",1900,"sp.P35968.VGFR2_HUMAN","KDR","P35968"
"1901",1901,"sp.P08574.CY1_HUMAN","CYC1","P08574"
"1902",1902,"sp.Q9BV44.THUM3_HUMAN","THUMPD3","Q9BV44"
"1903",1903,"sp.Q7L5L3.GDPD3_HUMAN","GDPD3","Q7L5L3"
"1904",1904,"sp.O94988.FA13A_HUMAN","FAM13A","O94988"
"1905",1905,"sp.Q9C0H2.TTYH3_HUMAN","TTYH3","Q9C0H2"
"1906",1906,"sp.Q8IY81.SPB1_HUMAN","FTSJ3","Q8IY81"
"1907",1907,"sp.Q6ZSZ6.TSH1_HUMAN","TSHZ1","Q6ZSZ6"
"1908",1908,"sp.Q63HK5.TSH3_HUMAN","TSHZ3","Q63HK5"
"1909",1909,"sp.Q765P7.MTSSL_HUMAN","MTSS1L","Q765P7"
"1910",1910,"tr.J3KNK6.J3KNK6_HUMAN","MTSS1","J3KNK6"
"1911",1911,"sp.Q9Y4L1.HYOU1_HUMAN","HYOU1","Q9Y4L1"
"1912",1912,"sp.Q9BXT5.TEX15_HUMAN","TEX15","Q9BXT5"
"1913",1913,"sp.P36915.GNL1_HUMAN","GNL1","P36915"
"1914",1914,"sp.Q8WYP5.2.ELYS_HUMAN","AHCTF1","Q8WYP5-2"
"1915",1915,"sp.Q9Y4F5.C170B_HUMAN","CEP170B","Q9Y4F5"
"1916",1916,"sp.Q5SW79.CE170_HUMAN","CEP170","Q5SW79"
"1917",1917,"sp.Q5SW79.2.CE170_HUMAN","CEP170","Q5SW79-2"
"1918",1918,"sp.O00515.LAD1_HUMAN","LAD1","O00515"
"1919",1919,"sp.Q8NE22.SETD9_HUMAN","SETD9","Q8NE22"
"1920",1920,"sp.Q9Y6E0.STK24_HUMAN","STK24","Q9Y6E0"
"1921",1921,"sp.O00506.STK25_HUMAN","STK25","O00506"
"1922",1922,"sp.Q9P289.MST4_HUMAN","MST4","Q9P289"
"1923",1923,"sp.Q92481.AP2B_HUMAN","TFAP2B","Q92481"
"1924",1924,"sp.P05549.AP2A_HUMAN","TFAP2A","P05549"
"1925",1925,"sp.Q92754.AP2C_HUMAN","TFAP2C","Q92754"
"1926",1926,"sp.O75146.HIP1R_HUMAN","HIP1R","O75146"
"1927",1927,"sp.O00291.HIP1_HUMAN","HIP1","O00291"
"1928",1928,"sp.O75489.NDUS3_HUMAN","NDUFS3","O75489"
"1929",1929,"sp.Q92685.ALG3_HUMAN","ALG3","Q92685"
"1930",1930,"sp.P17676.CEBPB_HUMAN","CEBPB","P17676"
"1931",1931,"sp.P49716.CEBPD_HUMAN","CEBPD","P49716"
"1932",1932,"sp.Q15744.CEBPE_HUMAN","CEBPE","Q15744"
"1933",1933,"sp.P49715.CEBPA_HUMAN","CEBPA","P49715"
"1934",1934,"tr.C9JR56.C9JR56_HUMAN","SATB2","C9JR56"
"1935",1935,"sp.Q01826.2.SATB1_HUMAN","SATB1","Q01826-2"
"1936",1936,"sp.Q9UBP6.TRMB_HUMAN","METTL1","Q9UBP6"
"1937",1937,"sp.Q6ZW31.SYDE1_HUMAN","SYDE1","Q6ZW31"
"1938",1938,"sp.Q5VT97.SYDE2_HUMAN","SYDE2","Q5VT97"
"1939",1939,"sp.Q8N350.DOS_HUMAN","DOS","Q8N350"
"1940",1940,"sp.Q9UBX2.DUX4_HUMAN","DUX4","Q9UBX2"
"1941",1941,"sp.Q86Y37.CACL1_HUMAN","CACUL1","Q86Y37"
"1942",1942,"sp.O15240.VGF_HUMAN","VGF","O15240"
"1943",1943,"sp.Q8NF37.PCAT1_HUMAN","LPCAT1","Q8NF37"
"1944",1944,"sp.Q99835.SMO_HUMAN","SMO","Q99835"
"1945",1945,"sp.Q9UHJ6.SHPK_HUMAN","SHPK","Q9UHJ6"
"1946",1946,"sp.Q99856.ARI3A_HUMAN","ARID3A","Q99856"
"1947",1947,"sp.Q8IVW6.ARI3B_HUMAN","ARID3B","Q8IVW6"
"1948",1948,"sp.Q96GQ7.DDX27_HUMAN","DDX27","Q96GQ7"
"1949",1949,"sp.Q9Y639.NPTN_HUMAN","NPTN","Q9Y639"
"1950",1950,"sp.Q8TF72.SHRM3_HUMAN","SHROOM3","Q8TF72"
"1951",1951,"sp.Q9ULL8.SHRM4_HUMAN","SHROOM4","Q9ULL8"
"1952",1952,"sp.Q13796.SHRM2_HUMAN","SHROOM2","Q13796"
"1953",1953,"sp.O14979.HNRDL_HUMAN","HNRNPDL","O14979"
"1954",1954,"sp.Q99729.ROAA_HUMAN","HNRNPAB","Q99729"
"1955",1955,"sp.Q99729.3.ROAA_HUMAN","HNRNPAB","Q99729-3"
"1956",1956,"sp.Q14103.2.HNRPD_HUMAN","HNRNPD","Q14103-2"
"1957",1957,"sp.Q14103.3.HNRPD_HUMAN","HNRNPD","Q14103-3"
"1958",1958,"sp.Q9H9F9.ARP5_HUMAN","ACTR5","Q9H9F9"
"1959",1959,"sp.P51843.NR0B1_HUMAN","NR0B1","P51843"
"1960",1960,"sp.Q96TA1.NIBL1_HUMAN","FAM129B","Q96TA1"
"1961",1961,"sp.Q96HP0.DOCK6_HUMAN","DOCK6","Q96HP0"
"1962",1962,"sp.Q96N67.DOCK7_HUMAN","DOCK7","Q96N67"
"1963",1963,"sp.Q8NF50.DOCK8_HUMAN","DOCK8","Q8NF50"
"1964",1964,"sp.Q9NYQ7.2.CELR3_HUMAN","CELSR3","Q9NYQ7-2"
"1965",1965,"sp.Q9NYQ6.CELR1_HUMAN","CELSR1","Q9NYQ6"
"1966",1966,"sp.Q9HCU4.CELR2_HUMAN","CELSR2","Q9HCU4"
"1967",1967,"sp.Q8IVP5.FUND1_HUMAN","FUNDC1","Q8IVP5"
"1968",1968,"sp.P51788.CLCN2_HUMAN","CLCN2","P51788"
"1969",1969,"sp.Q92947.GCDH_HUMAN","GCDH","Q92947"
"1970",1970,"sp.A0FGR8.2.ESYT2_HUMAN","ESYT2","A0FGR8-2"
"1971",1971,"sp.A0FGR8.6.ESYT2_HUMAN","ESYT2","A0FGR8-6"
"1972",1972,"sp.Q96BH1.RNF25_HUMAN","RNF25","Q96BH1"
"1973",1973,"sp.Q15181.IPYR_HUMAN","PPA1","Q15181"
"1974",1974,"sp.Q9H2U2.IPYR2_HUMAN","PPA2","Q9H2U2"
"1975",1975,"sp.Q3MIP1.IPIL2_HUMAN","ITPRIPL2","Q3MIP1"
"1976",1976,"sp.Q13232.NDK3_HUMAN","NME3","Q13232"
"1977",1977,"sp.Q5K4L6.S27A3_HUMAN","SLC27A3","Q5K4L6"
"1978",1978,"sp.Q9HCM7.FBSL_HUMAN","FBRSL1","Q9HCM7"
"1979",1979,"sp.P55265.4.DSRAD_HUMAN","ADAR","P55265-4"
"1980",1980,"sp.Q8N612.F16A2_HUMAN","FAM160A2","Q8N612"
"1981",1981,"sp.Q14934.4.NFAC4_HUMAN","NFATC4","Q14934-4"
"1982",1982,"sp.Q12968.NFAC3_HUMAN","NFATC3","Q12968"
"1983",1983,"sp.O95644.NFAC1_HUMAN","NFATC1","O95644"
"1984",1984,"sp.Q13469.NFAC2_HUMAN","NFATC2","Q13469"
"1985",1985,"sp.Q96ET8.TV23C_HUMAN","TVP23C","Q96ET8"
"1986",1986,"sp.Q3KP66.CA106_HUMAN","C1orf106","Q3KP66"
"1987",1987,"sp.P35658.5.NU214_HUMAN","NUP214","P35658-5"
"1988",1988,"sp.P35658.3.NU214_HUMAN","NUP214","P35658-3"
"1989",1989,"sp.O00391.QSOX1_HUMAN","QSOX1","O00391"
"1990",1990,"sp.P39656.OST48_HUMAN","DDOST","P39656"
"1991",1991,"sp.Q96NA2.RILP_HUMAN","RILP","Q96NA2"
"1992",1992,"sp.P06737.PYGL_HUMAN","PYGL","P06737"
"1993",1993,"sp.P11216.PYGB_HUMAN","PYGB","P11216"
"1994",1994,"sp.P11217.PYGM_HUMAN","PYGM","P11217"
"1995",1995,"sp.P09884.DPOLA_HUMAN","POLA1","P09884"
"1996",1996,"sp.Q15120.2.PDK3_HUMAN","PDK3","Q15120-2"
"1997",1997,"sp.Q15118.PDK1_HUMAN","PDK1","Q15118"
"1998",1998,"sp.Q15119.PDK2_HUMAN","PDK2","Q15119"
"1999",1999,"sp.Q07820.MCL1_HUMAN","MCL1","Q07820"
"2000",2000,"sp.Q8N9I9.2.DTX3_HUMAN","DTX3","Q8N9I9-2"
"2001",2001,"sp.Q8TE85.GRHL3_HUMAN","GRHL3","Q8TE85"
"2002",2002,"sp.Q9NW75.GPTC2_HUMAN","GPATCH2","Q9NW75"
"2003",2003,"sp.P85298.RHG08_HUMAN","ARHGAP8","P85298"
"2004",2004,"sp.P85299.5.PRR5_HUMAN","PRR5","P85299-5"
"2005",2005,"sp.Q8NE35.CPEB3_HUMAN","CPEB3","Q8NE35"
"2006",2006,"sp.Q17RY0.CPEB4_HUMAN","CPEB4","Q17RY0"
"2007",2007,"sp.Q7Z5Q1.6.CPEB2_HUMAN","CPEB2","Q7Z5Q1-6"
"2008",2008,"sp.Q5T6F2.UBAP2_HUMAN","UBAP2","Q5T6F2"
"2009",2009,"sp.O14682.ENC1_HUMAN","ENC1","O14682"
"2010",2010,"sp.Q9H0H3.KLH25_HUMAN","KLHL25","Q9H0H3"
"2011",2011,"sp.O95793.STAU1_HUMAN","STAU1","O95793"
"2012",2012,"sp.O95793.3.STAU1_HUMAN","STAU1","O95793-3"
"2013",2013,"sp.Q9NUL3.STAU2_HUMAN","STAU2","Q9NUL3"
"2014",2014,"sp.O75398.DEAF1_HUMAN","DEAF1","O75398"
"2015",2015,"sp.Q99501.GA2L1_HUMAN","GAS2L1","Q99501"
"2016",2016,"sp.Q9NY64.GTR8_HUMAN","SLC2A8","Q9NY64"
"2017",2017,"sp.A7MCY6.TBKB1_HUMAN","TBKBP1","A7MCY6"
"2018",2018,"sp.Q7L2J0.MEPCE_HUMAN","MEPCE","Q7L2J0"
